priority_bucket,priority_score,table,domain,status,status_confidence,status_reason,migration_action,reference_count,source_files,indirect_coverage_hints,priority_reasons
P3,15,some_table,timeline,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,425,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/test_autogen_comments.py;var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/test_autogen_fks.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/mssql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/oracle/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/ext.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/sqlite/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/orm/decl_api.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/events.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/schema.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/type_api.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_cte.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_deprecations.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_dialect.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,[],test/fixture likely excluded;operational domain: timeline;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,0,a,auth,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2356203,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/test_autogen_diffs.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/ext/asyncio/session.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,"[{""migration_table"": ""rate_limit_attempts"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""usage_events"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""scan_jobs"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""usage_counters"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""targets"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""review_decision_audit"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""quota_overrides"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""team_memberships"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""analyst_decisions"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""membership_plans"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}]",test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,0,a_things_with_stuff,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,10,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_ddl.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,0,data_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,139,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/hstore.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/json.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/sqltypes.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,0,foo,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,1794,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/autogenerate/api.py;var/venvs/v12_10_17/lib/python3.13/site-packages/pip/_vendor/rich/live.py;var/venvs/v12_10_17/lib/python3.13/site-packages/pip/_vendor/rich/progress.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/ext/compiler.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/schema.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/type_api.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,0,mytable,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,127,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/mssql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/mysql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/oracle/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/array.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/ext/declarative/extensions.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/ext/mutable.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/ddl.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/schema.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/sqltypes.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_dialect.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,0,t,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2381055,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/test_autogen_fks.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/mssql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/oracle/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/elements.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/sqltypes.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_dialect.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,"[{""migration_table"": ""rate_limit_attempts"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""usage_events"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""usage_counters"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""targets"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""review_decision_audit"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""checkout_sessions"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""dossier_exports"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""quota_overrides"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""team_memberships"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""analyst_decisions"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}]",test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,0,test_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,70,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_ddl.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_results.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-2,ref,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,16898,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/test_autogen_fks.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-2,test,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,15888,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/mssql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/fixtures/base.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-2,testtbl,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,7,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/sqlite/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-4,\u6e2c\u8a66,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,37,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_unicode_ddl.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-4,address,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2578,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/ext/automap.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-4,autoinc_pk,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,28,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_insert.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-4,empty,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,1983,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-4,manual_pk,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,8,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_dialect.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_insert.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-4,other,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,7098,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-4,sa_cc,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,9,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-4,t1,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,732,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/oracle/base.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-4,x,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,236722,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/fixtures.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_sequence.py,"[{""migration_table"": ""dossier_exports"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}]",test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,b,auth,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,495661,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/ext/asyncio/session.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,"[{""migration_table"": ""scan_jobs"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""user_memberships"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""team_memberships"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""responsible_use_scope"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""membership_plans"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""billing_customer_links"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""billing_events"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}]",test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,computed_column_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,4,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/fixtures/sql.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,employees,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,49,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_rowcount.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,no_constraints,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,19,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,order,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3954,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,plain_pk,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,21,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_results.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_update_delete.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,quote ,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,153,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,ref_a,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,13,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/test_autogen_fks.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,ref_b,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/test_autogen_fks.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,remote_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,51,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/schema.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,seq_no_returning_sch,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_sequence.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,square,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,139,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/sql/schema.py;var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,unicode_comments,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,6,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,x1,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,12218,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,x2,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,4018,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,x3,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2192,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-6,x4,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,733,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded;declared/referenced in multiple files
EXCLUDE_OR_REVIEW,-10,user_id_table,auth,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_sequence.py,"[{""migration_table"": ""users"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}]",test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,user_orders,auth,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,"[{""migration_table"": ""users"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}]",test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,users_ref,auth,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,"[{""migration_table"": ""users"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}]",test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,thing,system,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,1965,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/config.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,Unitéble2,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,9,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_unicode_ddl.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,_test_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_ddl.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,array_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,6,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,b_related_things_of_value,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_ddl.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,binary_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,9,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,bitwise,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,164,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,boolean_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,22,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,comment_test,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,15,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,computed_default_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/fixtures/sql.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,d_t,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3417,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_insert.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,date_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,27,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,dingalings,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,33,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,email_addresses,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,33,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,empty_v,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,5,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,enum_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,9,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,extra,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,4035,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,has_dates,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_results.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,includes_defaults,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_insert.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,integer_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,1,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,interval_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,9,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,is_distinct_test,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,item,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,11184,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded
